,schedule_season,schedule_week,schedule_playoff,full_result,spread_favorite,stadium_neutral,weather_temperature,weather_wind_mph,weather_detail,home_favorite,away_favorite
340,2011,5,0,0,-10.0,0,81.0,4.0,Sunny,1.0,0.0
341,2011,5,0,1,-3.0,0,78.0,3.0,Sunny,1.0,0.0
342,2011,5,0,1,-3.0,0,66.0,6.0,Sunny,1.0,0.0
343,2011,5,0,1,-7.0,0,72.0,0.0,Dome,1.0,0.0
344,2011,6,0,1,-3.5,0,72.0,0.0,Dome,1.0,0.0
345,2011,6,0,1,-7.0,0,72.0,1.0,Sunny,1.0,0.0
346,2011,6,0,1,-2.5,0,56.0,1.0,Sunny,1.0,0.0
347,2011,6,0,1,-4.5,0,77.0,1.0,Sunny,1.0,0.0
348,2011,6,0,0,-5.0,0,72.0,0.0,Dome,1.0,0.0
349,2011,6,0,1,-14.0,0,58.0,2.0,Sunny,1.0,0.0
350,2011,6,0,1,-7.0,0,63.0,8.0,Sunny,1.0,0.0
351,2011,6,0,1,-3.0,0,67.0,1.0,Sunny,1.0,0.0
352,2011,6,0,1,-6.5,0,74.0,8.0,Sunny,1.0,0.0
353,2011,6,0,1,-12.5,0,64.0,1.0,Sunny,1.0,0.0
354,2011,6,0,1,-6.5,0,86.0,11.0,Sunny,0.0,1.0
355,2011,6,0,0,-3.0,0,69.0,7.0,Sunny,0.0,1.0
356,2011,6,0,1,-7.5,0,69.0,1.0,Sunny,1.0,0.0
357,2011,7,0,0,-4.5,0,72.0,0.0,Dome,0.0,1.0
358,2011,7,0,1,-2.5,0,67.0,0.0,Sunny,1.0,0.0
359,2011,7,0,1,-3.0,0,63.0,7.0,Sunny,1.0,0.0
360,2011,7,0,1,-14.0,0,72.0,0.0,Dome,1.0,0.0
361,2011,7,0,0,-4.5,0,72.0,0.0,Dome,1.0,0.0
362,2011,7,0,0,-1.0,0,79.0,9.0,Sunny,0.0,1.0
363,2011,7,0,0,-11.0,0,72.0,0.0,Dome,0.0,1.0
364,2011,7,0,1,-14.0,0,72.0,0.0,Dome,1.0,0.0
365,2011,7,0,1,-1.0,0,70.0,0.0,Sunny,0.0,1.0
366,2011,7,0,0,-3.5,0,79.0,6.0,Sunny,1.0,0.0
367,2011,7,0,0,-2.0,1,67.0,15.0,Sunny,0.0,1.0
368,2011,7,0,0,-2.5,0,72.0,0.0,Sunny,1.0,0.0
369,2011,7,0,1,-10.5,0,69.0,0.0,Sunny,0.0,1.0
370,2011,8,0,1,-11.5,0,63.0,9.0,Sunny,1.0,0.0
371,2011,8,0,1,-4.0,1,72.0,0.0,Dome,1.0,0.0
372,2011,8,0,0,-3.0,0,59.0,6.0,Sunny,1.0,0.0
373,2011,8,0,0,-3.5,0,59.0,5.0,Sunny,0.0,1.0
374,2011,8,0,1,-10.0,0,69.0,4.0,Sunny,1.0,0.0
375,2011,8,0,1,-10.0,0,45.0,1.0,Sunny,1.0,0.0
376,2011,8,0,1,-3.0,0,42.0,5.0,Sunny,1.0,0.0
377,2011,8,0,1,-3.0,0,40.0,3.0,Sunny,0.0,1.0
378,2011,8,0,1,-9.5,0,67.0,5.0,Sunny,1.0,0.0
379,2011,8,0,0,-1.5,0,59.0,14.0,Sunny,0.0,1.0
380,2011,8,0,1,-14.0,0,72.0,0.0,Dome,0.0,1.0
381,2011,8,0,1,-7.5,0,62.0,0.0,Sunny,1.0,0.0
382,2011,8,0,1,-3.0,0,63.0,0.0,Sunny,0.0,1.0
383,2011,9,0,1,-3.0,0,72.0,0.0,Dome,1.0,0.0
384,2011,9,0,0,-2.5,0,61.0,8.0,Sunny,1.0,0.0
385,2011,9,0,1,-11.0,0,72.0,0.0,Dome,1.0,0.0
386,2011,9,0,1,-10.5,0,78.0,1.0,Sunny,1.0,0.0
387,2011,9,0,0,-7.0,0,72.0,0.0,Dome,0.0,1.0
388,2011,9,0,0,-4.0,0,63.0,1.0,Sunny,1.0,0.0
389,2011,9,0,0,-9.0,0,54.0,9.0,Sunny,1.0,0.0
390,2011,9,0,1,-9.0,0,72.0,0.0,Dome,1.0,0.0
391,2011,9,0,0,-7.5,0,62.0,5.0,Sunny,1.0,0.0
392,2011,9,0,0,-3.5,0,50.0,2.0,Sunny,1.0,0.0
393,2011,9,0,0,-6.0,0,54.0,1.0,Sunny,0.0,1.0
394,2011,9,0,0,-3.0,0,68.0,1.0,Sunny,1.0,0.0
395,2011,9,0,0,-4.5,0,58.0,6.0,Sunny,0.0,1.0
396,2011,9,0,0,-8.0,0,51.0,2.0,Sunny,1.0,0.0
397,2011,10,0,0,-7.0,0,69.0,5.0,Sunny,1.0,0.0
398,2011,10,0,0,-1.0,0,72.0,0.0,Dome,1.0,0.0
399,2011,10,0,0,-3.5,0,59.0,1.0,Sunny,1.0,0.0
400,2011,10,0,1,-3.0,0,71.0,2.0,Sunny,1.0,0.0
401,2011,10,0,0,-4.0,0,65.0,2.0,Sunny,0.0,1.0
402,2011,10,0,0,-3.0,0,63.0,40.0,Sunny,1.0,0.0
403,2011,10,0,1,-4.5,0,72.0,0.0,Dome,1.0,0.0
404,2011,10,0,0,-3.0,0,72.0,0.0,Dome,0.0,1.0
405,2011,10,0,0,-3.5,0,69.0,1.0,Sunny,1.0,0.0
406,2011,10,0,1,-4.0,0,79.0,1.0,Sunny,1.0,0.0
407,2011,10,0,0,-2.5,0,58.0,1.0,Sunny,1.0,0.0
408,2011,10,0,0,-13.0,0,61.0,1.0,Sunny,1.0,0.0
409,2011,10,0,1,-4.0,0,60.0,1.0,Sunny,1.0,0.0
410,2011,10,0,1,-7.0,0,50.0,10.0,Sunny,0.0,1.0
411,2011,10,0,0,-4.0,0,78.0,9.0,Sunny,0.0,1.0
412,2011,10,0,1,-13.0,0,46.0,13.0,Sunny,1.0,0.0
413,2011,11,0,1,-6.5,0,54.0,3.0,Sunny,0.0,1.0
414,2011,11,0,1,-6.5,0,72.0,0.0,Dome,1.0,0.0
415,2011,11,0,1,-7.0,0,67.0,7.0,Sunny,1.0,0.0
416,2011,11,0,1,-4.5,0,42.0,1.0,Sunny,1.0,0.0
417,2011,11,0,1,-1.5,0,57.0,1.0,Sunny,1.0,0.0
418,2011,11,0,1,-7.0,0,72.0,0.0,Dome,1.0,0.0
419,2011,11,0,1,-13.5,0,32.0,7.0,Sunny,1.0,0.0
420,2011,11,0,1,-3.0,0,80.0,1.0,Rain,1.0,0.0
421,2011,11,0,0,-2.0,0,72.0,0.0,Dome,1.0,0.0
422,2011,11,0,0,-6.0,0,58.0,1.0,Sunny,1.0,0.0
423,2011,11,0,1,-10.0,0,55.0,1.0,Rain,1.0,0.0
424,2011,11,0,0,-3.0,0,72.0,0.0,Dome,1.0,0.0
425,2011,11,0,0,-7.0,0,67.0,4.0,Sunny,0.0,1.0
426,2011,11,0,1,-17.0,0,30.0,2.0,Sunny,1.0,0.0
427,2011,12,0,1,-3.5,0,53.0,5.0,Sunny,1.0,0.0
428,2011,12,0,1,-7.0,0,72.0,0.0,Dome,1.0,0.0
429,2011,12,0,0,-4.5,0,72.0,0.0,Dome,0.0,1.0
430,2011,12,0,1,-10.0,0,72.0,0.0,Dome,1.0,0.0
431,2011,12,0,1,-7.0,0,60.0,7.0,Rain,1.0,0.0
432,2011,12,0,0,-3.5,0,72.0,0.0,Dome,0.0,1.0
433,2011,12,0,0,-6.5,0,79.0,1.0,Sunny,0.0,1.0
434,2011,12,0,0,-10.5,0,34.0,5.0,Sunny,0.0,1.0
435,2011,12,0,1,-9.5,0,62.0,1.0,Sunny,1.0,0.0
436,2011,12,0,1,-3.0,0,60.0,6.0,Sunny,1.0,0.0
437,2011,12,0,0,-3.5,0,63.0,1.0,Sunny,0.0,1.0
438,2011,12,0,0,-5.5,0,84.0,0.0,Sunny,1.0,0.0
439,2011,12,0,0,-3.0,0,49.0,13.0,Rain,1.0,0.0
440,2011,12,0,0,-2.5,0,72.0,0.0,Dome,1.0,0.0
441,2011,12,0,1,-3.0,0,47.0,2.0,Sunny,1.0,0.0
442,2011,12,0,1,-7.0,0,72.0,0.0,Dome,1.0,0.0
443,2011,13,0,1,-3.0,0,39.0,2.0,Sunny,0.0,1.0
444,2011,13,0,1,-4.5,0,72.0,0.0,Dome,0.0,1.0
445,2011,13,0,0,-1.0,0,58.0,1.0,Sunny,1.0,0.0
446,2011,13,0,0,-9.0,0,46.0,1.0,Rain,1.0,0.0
447,2011,13,0,0,-7.0,0,51.0,30.0,Rain,0.0,1.0
448,2011,13,0,1,-2.0,0,72.0,2.0,Sunny,0.0,1.0
449,2011,13,0,1,-3.0,0,80.0,2.0,Sunny,1.0,0.0
450,2011,13,0,0,-1.5,0,72.0,0.0,Dome,1.0,0.0
451,2011,13,0,1,-20.5,0,54.0,10.0,Sunny,1.0,0.0
452,2011,13,0,1,-9.0,0,72.0,0.0,Dome,1.0,0.0
453,2011,13,0,0,-7.0,0,52.0,9.0,Sunny,0.0,1.0
454,2011,13,0,1,-7.0,0,60.0,1.0,Sunny,1.0,0.0
455,2011,13,0,1,-14.5,0,56.0,2.0,Sunny,1.0,0.0
456,2011,13,0,0,-2.5,0,79.0,1.0,Sunny,0.0,1.0
457,2011,13,0,0,-3.0,0,56.0,5.0,Sunny,0.0,1.0
458,2011,13,0,0,-3.0,0,68.0,6.0,Sunny,0.0,1.0
459,2011,14,0,1,-14.0,0,31.0,6.0,Sunny,1.0,0.0
460,2011,14,0,1,-3.5,0,72.0,0.0,Dome,0.0,1.0
461,2011,14,0,1,-16.5,0,45.0,2.0,Sunny,1.0,0.0
462,2011,14,0,0,-3.0,0,48.0,1.0,Sunny,0.0,1.0
463,2011,14,0,0,-3.0,0,38.0,4.0,Sunny,1.0,0.0
464,2011,14,0,0,-4.5,0,72.0,0.0,Dome,1.0,0.0
465,2011,14,0,1,-3.5,0,50.0,7.0,Sunny,1.0,0.0
466,2011,14,0,1,-10.0,0,72.0,0.0,Dome,1.0,0.0
467,2011,14,0,1,-11.5,0,43.0,1.0,Sunny,1.0,0.0
468,2011,14,0,1,-3.0,0,60.0,12.0,Rain,0.0,1.0
469,2011,14,0,0,-3.0,0,78.0,1.0,Sunny,1.0,0.0
470,2011,14,0,1,-10.5,0,40.0,5.0,Sunny,1.0,0.0
471,2011,14,0,1,-7.0,0,59.0,5.0,Sunny,1.0,0.0
472,2011,14,0,0,-3.5,0,46.0,7.0,Sunny,0.0,1.0
473,2011,14,0,0,-7.5,0,40.0,0.0,Sunny,0.0,1.0
474,2011,14,0,1,-9.5,0,36.0,7.0,Sunny,1.0,0.0
475,2011,15,0,1,-13.5,0,72.0,0.0,Dome,1.0,0.0
476,2011,15,0,0,-7.0,0,67.0,3.0,Sunny,0.0,1.0
477,2011,15,0,1,-6.5,0,72.0,0.0,Dome,1.0,0.0
478,2011,15,0,0,-1.5,0,32.0,1.0,Snow,1.0,0.0
479,2011,15,0,0,-3.5,0,40.0,5.0,Sunny,1.0,0.0
480,2011,15,0,0,-7.5,0,63.0,3.0,Sunny,0.0,1.0
481,2011,15,0,0,-6.0,0,61.0,1.0,Sunny,1.0,0.0
482,2011,15,0,1,-6.5,0,72.0,0.0,Dome,0.0,1.0
483,2011,15,0,1,-11.5,0,57.0,1.0,Sunny,0.0,1.0
484,2011,15,0,0,-7.5,0,72.0,0.0,Dome,0.0,1.0
485,2011,15,0,0,-6.0,0,31.0,9.0,Sunny,1.0,0.0
486,2011,15,0,0,-1.5,0,51.0,1.0,Sunny,0.0,1.0
487,2011,15,0,1,-3.0,0,35.0,9.0,Sunny,1.0,0.0
488,2011,15,0,1,-2.5,0,58.0,7.0,Sunny,0.0,1.0
489,2011,15,0,0,-7.0,0,72.0,0.0,Dome,0.0,1.0
490,2011,15,0,1,-3.0,0,52.0,1.0,Sunny,1.0,0.0
491,2011,16,0,1,-7.0,0,72.0,0.0,Dome,0.0,1.0
492,2011,16,0,1,-11.0,0,45.0,1.0,Sunny,1.0,0.0
493,2011,16,0,1,-3.0,0,31.0,2.0,Sunny,0.0,1.0
494,2011,16,0,1,-7.5,0,51.0,9.0,Sunny,1.0,0.0
495,2011,16,0,1,-4.0,0,41.0,8.0,Sunny,1.0,0.0
496,2011,16,0,0,-2.5,0,72.0,0.0,Dome,0.0,1.0
497,2011,16,0,1,-1.0,0,72.0,0.0,Dome,0.0,1.0
498,2011,16,0,0,-3.0,0,47.0,7.0,Sunny,1.0,0.0
499,2011,16,0,1,-7.5,0,32.0,7.0,Sunny,1.0,0.0
500,2011,16,0,0,-3.0,0,37.0,9.0,Sunny,1.0,0.0
501,2011,16,0,1,-10.0,0,37.0,4.0,Sunny,1.0,0.0
502,2011,16,0,0,-2.5,0,53.0,8.0,Sunny,0.0,1.0
503,2011,16,0,1,-8.5,0,47.0,2.0,Sunny,1.0,0.0
504,2011,16,0,0,-6.0,0,45.0,9.0,Sunny,1.0,0.0
505,2011,16,0,1,-13.0,0,37.0,1.0,Sunny,1.0,0.0
506,2011,16,0,1,-7.0,0,72.0,0.0,Dome,1.0,0.0
507,2011,17,0,1,-2.5,0,72.0,0.0,Dome,1.0,0.0
508,2011,17,0,1,-9.5,0,72.0,0.0,Dome,1.0,0.0
509,2011,17,0,0,-2.5,0,43.0,1.0,Sunny,0.0,1.0
510,2011,17,0,0,-7.0,0,49.0,2.0,Sunny,0.0,1.0
511,2011,17,0,0,-2.0,0,35.0,6.0,Sunny,1.0,0.0
512,2011,17,0,1,-6.5,0,31.0,2.0,Sunny,0.0,1.0
513,2011,17,0,0,-2.0,0,66.0,1.0,Sunny,0.0,1.0
514,2011,17,0,1,-3.0,0,72.0,10.0,Sunny,1.0,0.0
515,2011,17,0,1,-2.0,0,78.0,8.0,Sunny,1.0,0.0
516,2011,17,0,0,-2.5,0,72.0,0.0,Dome,1.0,0.0
517,2011,17,0,1,-10.0,0,54.0,5.0,Sunny,1.0,0.0
518,2011,17,0,1,-7.0,0,72.0,0.0,Dome,1.0,0.0
519,2011,17,0,1,-3.0,0,50.0,7.0,Rain,1.0,0.0
520,2011,17,0,0,-3.0,0,56.0,8.0,Sunny,1.0,0.0
521,2011,17,0,1,-7.0,0,53.0,1.0,Sunny,1.0,0.0
522,2011,17,0,0,-12.5,0,72.0,0.0,Dome,0.0,1.0
523,2011,18,1,1,-4.0,0,62.31305449936629,4.844106463878327,Sunny,1.0,0.0
524,2011,18,1,1,-10.5,0,72.0,0.0,Dome,1.0,0.0
525,2011,18,1,1,-7.5,0,62.31305449936629,4.844106463878327,Sunny,0.0,1.0
526,2011,18,1,1,-3.0,0,62.31305449936629,4.844106463878327,Sunny,1.0,0.0
527,2011,19,1,1,-13.5,0,62.31305449936629,4.844106463878327,Sunny,1.0,0.0
528,2011,19,1,1,-3.5,0,62.31305449936629,4.844106463878327,Sunny,0.0,1.0
529,2011,19,1,1,-8.0,0,62.31305449936629,4.844106463878327,Sunny,1.0,0.0
530,2011,19,1,0,-8.0,0,62.31305449936629,4.844106463878327,Sunny,1.0,0.0
531,2011,20,1,1,-7.0,0,62.31305449936629,4.844106463878327,Sunny,1.0,0.0
532,2011,20,1,0,-2.0,0,62.31305449936629,4.844106463878327,Sunny,1.0,0.0
533,2011,21,1,0,-2.5,1,72.0,0.0,Dome,1.0,0.0
534,2012,1,0,0,-4.0,0,77.0,5.0,Sunny,1.0,0.0
535,2012,1,0,1,-3.0,0,72.0,0.0,Dome,0.0,1.0
536,2012,1,0,1,-10.0,0,70.0,11.0,Sunny,1.0,0.0
537,2012,1,0,0,-9.5,0,68.0,9.0,Sunny,0.0,1.0
538,2012,1,0,1,-2.0,0,85.0,9.0,Sunny,1.0,0.0
539,2012,1,0,1,-9.0,0,72.0,0.0,Dome,1.0,0.0
540,2012,1,0,0,-5.5,0,72.0,6.0,Sunny,1.0,0.0
541,2012,1,0,1,-13.5,0,83.0,10.0,Sunny,1.0,0.0
542,2012,1,0,0,-2.5,0,73.0,7.0,Sunny,0.0,1.0
543,2012,1,0,1,-3.5,0,72.0,0.0,Dome,1.0,0.0
544,2012,1,0,0,-9.0,0,72.0,0.0,Dome,1.0,0.0
545,2012,1,0,1,-3.0,0,77.0,4.0,Sunny,1.0,0.0
546,2012,1,0,1,-3.0,0,83.0,5.0,Rain,0.0,1.0
547,2012,1,0,0,-6.5,0,77.0,4.0,Sunny,0.0,1.0
548,2012,1,0,1,-7.0,0,74.0,1.0,Sunny,1.0,0.0
549,2012,1,0,0,-1.0,0,67.0,7.0,Sunny,1.0,0.0
550,2012,2,0,1,-5.5,0,60.0,3.0,Sunny,1.0,0.0
551,2012,2,0,1,-3.0,0,68.0,13.0,Sunny,1.0,0.0
552,2012,2,0,1,-3.0,0,71.0,4.0,Sunny,0.0,1.0
553,2012,2,0,1,-7.0,0,76.0,5.0,Sunny,1.0,0.0
554,2012,2,0,1,-3.0,0,72.0,0.0,Dome,0.0,1.0
555,2012,2,0,0,-7.0,0,85.0,9.0,Sunny,0.0,1.0
556,2012,2,0,1,-2.0,0,83.0,8.0,Sunny,0.0,1.0
557,2012,2,0,0,-13.5,0,71.0,2.0,Sunny,1.0,0.0
558,2012,2,0,1,-8.0,0,75.0,8.0,Sunny,1.0,0.0
559,2012,2,0,1,-3.0,0,74.0,5.0,Sunny,1.0,0.0
560,2012,2,0,1,-4.5,0,71.0,5.0,Sunny,1.0,0.0
561,2012,2,0,1,-6.0,0,85.0,8.0,Sunny,1.0,0.0
562,2012,2,0,1,-7.0,0,62.0,2.0,Sunny,1.0,0.0
563,2012,2,0,1,-3.0,0,71.0,6.0,Sunny,0.0,1.0
564,2012,2,0,1,-3.5,0,72.0,0.0,Dome,0.0,1.0
565,2012,2,0,1,-3.0,0,72.0,0.0,Dome,1.0,0.0
566,2012,3,0,0,-3.0,0,75.0,3.0,Sunny,1.0,0.0
567,2012,3,0,1,-3.0,0,72.0,0.0,Dome,0.0,1.0
568,2012,3,0,1,-3.0,0,67.0,5.0,Sunny,1.0,0.0
569,2012,3,0,1,-7.0,0,58.0,9.0,Sunny,1.0,0.0
570,2012,3,0,0,-3.0,0,53.0,9.0,Sunny,0.0,1.0
571,2012,3,0,1,-7.0,0,88.0,0.0,Sunny,1.0,0.0
572,2012,3,0,0,-1.5,0,86.0,11.0,Sunny,0.0,1.0
573,2012,3,0,0,-3.0,0,72.0,0.0,Dome,1.0,0.0
574,2012,3,0,0,-3.0,0,83.0,6.0,Sunny,0.0,1.0
575,2012,3,0,1,-7.0,0,72.0,0.0,Dome,0.0,1.0
576,2012,3,0,0,-8.5,0,72.0,0.0,Dome,1.0,0.0
577,2012,3,0,1,-4.0,0,69.0,15.0,Sunny,0.0,1.0
578,2012,3,0,0,-3.0,0,83.0,5.0,Sunny,1.0,0.0
579,2012,3,0,1,-4.0,0,68.0,8.0,Sunny,0.0,1.0
580,2012,3,0,0,-3.0,0,67.0,6.0,Sunny,1.0,0.0
581,2012,3,0,1,-3.5,0,69.0,7.0,Sunny,0.0,1.0
582,2012,4,0,1,-11.5,0,77.0,5.0,Sunny,1.0,0.0
583,2012,4,0,1,-4.0,0,72.0,0.0,Dome,1.0,0.0
584,2012,4,0,1,-7.0,0,72.0,0.0,Dome,1.0,0.0
585,2012,4,0,0,-4.5,0,61.0,7.0,Sunny,0.0,1.0
586,2012,4,0,1,-6.5,0,73.0,6.0,Sunny,1.0,0.0
587,2012,4,0,0,-4.0,0,72.0,0.0,Dome,1.0,0.0
588,2012,4,0,1,-7.5,0,65.0,7.0,Sunny,1.0,0.0
589,2012,4,0,1,-13.5,0,71.0,13.0,Sunny,1.0,0.0
590,2012,4,0,0,-1.5,0,83.0,8.0,Sunny,1.0,0.0
591,2012,4,0,0,-2.5,0,73.0,0.0,Sunny,0.0,1.0
592,2012,4,0,0,-4.0,0,67.0,9.0,Sunny,0.0,1.0
593,2012,4,0,1,-1.5,0,63.0,8.0,Rain,1.0,0.0
594,2012,4,0,1,-2.5,0,72.0,0.0,Dome,0.0,1.0
595,2012,4,0,0,-2.0,0,89.0,8.0,Sunny,1.0,0.0
596,2012,4,0,0,-3.0,0,80.0,6.0,Sunny,1.0,0.0
597,2012,5,0,1,-1.5,0,72.0,0.0,Dome,0.0,1.0
598,2012,5,0,0,-2.0,0,63.0,6.0,Sunny,1.0,0.0
599,2012,5,0,0,-3.0,0,51.0,7.0,Sunny,1.0,0.0
600,2012,5,0,1,-6.5,0,72.0,0.0,Dome,0.0,1.0
601,2012,5,0,0,-6.5,0,88.0,6.0,Sunny,0.0,1.0
602,2012,5,0,0,-6.5,0,53.0,3.0,Sunny,0.0,1.0
603,2012,5,0,1,-6.0,0,72.0,0.0,Dome,1.0,0.0
604,2012,5,0,1,-6.0,0,54.0,4.0,Sunny,1.0,0.0
605,2012,5,0,1,-3.5,0,72.0,0.0,Dome,1.0,0.0
606,2012,5,0,1,-8.0,0,52.0,4.0,Sunny,1.0,0.0
607,2012,5,0,1,-4.0,0,48.0,7.0,Rain,1.0,0.0
608,2012,5,0,1,-10.0,0,70.0,8.0,Sunny,1.0,0.0
609,2012,5,0,0,-3.0,0,52.0,4.0,Sunny,0.0,1.0
610,2012,5,0,0,-10.0,0,51.0,3.0,Sunny,0.0,1.0
611,2012,6,0,1,-6.5,0,64.0,4.0,Sunny,0.0,1.0
612,2012,6,0,0,-5.0,0,72.0,0.0,Dome,1.0,0.0
613,2012,6,0,1,-10.0,0,72.0,0.0,Dome,1.0,0.0
614,2012,6,0,1,-3.0,0,80.0,8.0,Sunny,1.0,0.0
615,2012,6,0,1,-2.0,0,75.0,18.0,Sunny,0.0,1.0
616,2012,6,0,0,-4.0,0,81.0,7.0,Sunny,1.0,0.0
617,2012,6,0,1,-5.0,0,85.0,2.0,Sunny,1.0,0.0
618,2012,6,0,1,-3.0,0,70.0,11.0,Sunny,1.0,0.0
619,2012,6,0,0,-3.5,0,73.0,14.0,Sunny,1.0,0.0
620,2012,6,0,0,-7.0,0,77.0,7.0,Sunny,1.0,0.0
621,2012,6,0,1,-4.0,0,63.0,9.0,Rain,0.0,1.0
622,2012,6,0,1,-5.0,0,88.0,9.0,Sunny,1.0,0.0
623,2012,6,0,1,-2.0,0,74.0,12.0,Sunny,0.0,1.0
624,2012,6,0,0,0.0,0,78.0,7.0,Sunny,0.0,0.0
625,2012,7,0,1,-7.5,0,80.0,6.0,Sunny,1.0,0.0
626,2012,7,0,0,-4.5,0,55.0,14.0,Sunny,1.0,0.0
627,2012,7,0,0,-2.5,0,67.0,8.0,Sunny,0.0,1.0
628,2012,7,0,0,-1.0,0,55.0,1.0,Sunny,1.0,0.0
629,2012,7,0,1,-6.5,0,84.0,11.0,Sunny,1.0,0.0
630,2012,7,0,1,-1.0,0,72.0,0.0,Dome,1.0,0.0
631,2012,7,0,1,-6.5,0,72.0,0.0,Dome,1.0,0.0
632,2012,7,0,1,-10.5,0,62.0,5.0,Sunny,1.0,0.0
633,2012,7,0,1,-6.5,0,67.0,15.0,Sunny,1.0,0.0
634,2012,7,0,1,-6.0,0,63.0,11.0,Sunny,1.0,0.0
635,2012,7,0,0,-5.0,0,72.0,0.0,Dome,0.0,1.0
636,2012,7,0,0,-1.5,0,81.0,8.0,Sunny,0.0,1.0
637,2012,7,0,1,-6.5,0,66.0,9.0,Sunny,1.0,0.0
638,2012,8,0,0,-5.5,0,72.0,0.0,Dome,1.0,0.0
639,2012,8,0,1,-7.5,0,49.0,18.0,Sunny,1.0,0.0
640,2012,8,0,1,-3.0,0,45.0,18.0,Sunny,0.0,1.0
641,2012,8,0,0,-2.5,0,63.0,7.0,Sunny,0.0,1.0
642,2012,8,0,1,-6.5,0,59.0,5.0,Sunny,1.0,0.0
643,2012,8,0,1,-3.0,0,72.0,0.0,Dome,1.0,0.0
644,2012,8,0,1,-16.0,0,45.0,7.0,Sunny,1.0,0.0
645,2012,8,0,0,-1.0,0,51.0,3.0,Sunny,1.0,0.0
646,2012,8,0,0,-1.0,0,59.0,8.0,Sunny,1.0,0.0
647,2012,8,0,0,-3.0,0,58.0,13.0,Rain,1.0,0.0
648,2012,8,0,1,-4.5,0,45.0,8.0,Rain,1.0,0.0
649,2012,8,0,0,-7.0,1,49.0,9.0,Rain,0.0,1.0
650,2012,8,0,0,-3.0,0,57.0,12.0,Sunny,1.0,0.0
651,2012,8,0,0,-7.0,0,72.0,0.0,Dome,0.0,1.0
652,2012,9,0,1,-7.0,0,63.0,3.0,Sunny,1.0,0.0
653,2012,9,0,1,-4.5,0,72.0,0.0,Dome,1.0,0.0
654,2012,9,0,0,-5.5,0,48.0,3.0,Sunny,0.0,1.0
655,2012,9,0,0,-3.5,0,41.0,8.0,Sunny,0.0,1.0
656,2012,9,0,1,-10.5,0,39.0,7.0,Sunny,1.0,0.0
657,2012,9,0,1,-11.5,0,79.0,6.0,Sunny,1.0,0.0
658,2012,9,0,1,-2.0,0,72.0,0.0,Dome,0.0,1.0
659,2012,9,0,0,-6.0,0,81.0,9.0,Sunny,0.0,1.0
660,2012,9,0,0,-3.5,0,45.0,9.0,Sunny,1.0,0.0
661,2012,9,0,0,-1.0,0,73.0,7.0,Sunny,1.0,0.0
662,2012,9,0,1,-4.0,0,61.0,5.0,Sunny,1.0,0.0
663,2012,9,0,0,-5.0,0,51.0,6.0,Sunny,0.0,1.0
664,2012,9,0,0,-3.0,0,50.0,3.0,Sunny,1.0,0.0
665,2012,9,0,1,-3.0,0,72.0,0.0,Dome,1.0,0.0
666,2012,10,0,0,-3.5,0,47.0,0.0,Sunny,0.0,1.0
667,2012,10,0,1,-7.5,0,69.0,6.0,Sunny,1.0,0.0
668,2012,10,0,0,-4.0,0,71.0,7.0,Sunny,0.0,1.0
669,2012,10,0,0,-1.0,0,54.0,8.0,Sunny,1.0,0.0
670,2012,10,0,1,-4.5,0,69.0,14.0,Sunny,0.0,1.0
671,2012,10,0,0,-7.0,0,79.0,2.0,Sunny,1.0,0.0
672,2012,10,0,1,-3.0,0,72.0,0.0,Dome,0.0,1.0
673,2012,10,0,1,-13.5,0,64.0,8.0,Sunny,1.0,0.0
674,2012,10,0,1,-1.5,0,72.0,0.0,Dome,0.0,1.0
675,2012,10,0,0,-2.5,0,63.0,7.0,Sunny,0.0,1.0
676,2012,10,0,0,-13.0,0,60.0,5.0,Sunny,1.0,0.0
677,2012,10,0,1,-5.5,0,48.0,2.0,Sunny,1.0,0.0
678,2012,10,0,1,-3.0,0,80.0,6.0,Sunny,1.0,0.0
679,2012,10,0,1,-13.0,0,45.0,11.0,Rain,1.0,0.0
680,2012,11,0,1,-2.5,0,36.0,5.0,Sunny,1.0,0.0
681,2012,11,0,1,-9.5,0,72.0,0.0,Dome,1.0,0.0
682,2012,11,0,0,-1.5,0,55.0,9.0,Sunny,0.0,1.0
683,2012,11,0,1,-7.0,0,63.0,5.0,Sunny,1.0,0.0
684,2012,11,0,1,-7.5,0,63.0,3.0,Sunny,1.0,0.0
685,2012,11,0,0,-3.0,0,72.0,0.0,Dome,0.0,1.0
686,2012,11,0,1,-15.5,0,70.0,7.0,Sunny,1.0,0.0
687,2012,11,0,0,-3.0,0,60.0,12.0,Sunny,0.0,1.0
688,2012,11,0,1,-10.0,0,42.0,1.0,Sunny,1.0,0.0
689,2012,11,0,0,-6.5,0,62.0,3.0,Sunny,0.0,1.0
690,2012,11,0,0,-3.0,0,46.0,6.0,Sunny,0.0,1.0
691,2012,11,0,0,-3.5,0,72.0,0.0,Dome,1.0,0.0
692,2012,11,0,1,-3.5,0,52.0,9.0,Sunny,1.0,0.0
693,2012,11,0,1,-5.0,0,64.0,2.0,Sunny,1.0,0.0
694,2012,12,0,0,-3.5,0,75.0,14.0,Sunny,1.0,0.0
695,2012,12,0,0,-4.0,0,72.0,0.0,Dome,0.0,1.0
696,2012,12,0,0,-7.0,0,46.0,2.0,Sunny,0.0,1.0
