,schedule_playoff,spread_favorite,stadium_neutral,weather_wind_mph,home_favorite,away_favorite,weather_detail_Dome,weather_detail_Rain,weather_detail_Snow,weather_detail_Sunny
837,0,3.5,0,0.0,1.0,0.0,1,0,0,0
2069,0,3.0,0,2.0,1.0,0.0,0,0,0,1
2123,0,6.0,0,3.0,0.0,1.0,0,0,0,1
1907,0,4.0,1,4.0,0.0,1.0,0,0,0,1
1799,0,3.0,0,2.0,0.0,1.0,0,0,0,1
519,0,3.0,0,7.0,1.0,0.0,0,1,0,0
1046,0,11.5,0,0.0,1.0,0.0,1,0,0,0
413,0,6.5,0,3.0,0.0,1.0,0,0,0,1
1311,0,9.0,0,6.0,1.0,0.0,0,0,0,1
0,0,5.0,0,0.0,1.0,0.0,1,0,0,0
1449,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1760,0,6.5,0,4.0,1.0,0.0,0,0,0,1
594,0,2.5,0,0.0,0.0,1.0,1,0,0,0
293,0,9.0,0,1.0,1.0,0.0,0,0,0,1
443,0,3.0,0,2.0,0.0,1.0,0,0,0,1
347,0,4.5,0,1.0,1.0,0.0,0,0,0,1
1627,0,4.0,0,5.0,1.0,0.0,0,0,0,1
1086,0,1.0,0,7.0,1.0,0.0,0,0,0,1
459,0,14.0,0,6.0,1.0,0.0,0,0,0,1
244,0,3.5,0,0.0,1.0,0.0,1,0,0,0
1396,0,3.0,0,13.0,0.0,1.0,0,0,0,1
1994,0,7.0,0,0.0,1.0,0.0,1,0,0,0
902,0,3.0,0,12.0,0.0,1.0,0,0,0,1
280,0,2.0,0,5.0,0.0,1.0,0,0,0,1
1264,0,9.0,0,3.0,1.0,0.0,0,0,0,1
115,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1826,0,1.5,0,8.0,1.0,0.0,0,0,0,1
2108,0,10.0,0,15.0,1.0,0.0,0,0,0,1
845,0,20.0,0,17.0,1.0,0.0,0,0,0,1
781,0,10.0,0,13.0,1.0,0.0,0,0,0,1
194,0,0.0,0,6.0,0.0,0.0,0,1,0,0
600,0,6.5,0,0.0,0.0,1.0,1,0,0,0
1074,0,3.0,0,12.0,1.0,0.0,0,0,0,1
517,0,10.0,0,5.0,1.0,0.0,0,0,0,1
1229,0,7.5,0,11.0,0.0,1.0,0,1,0,0
100,0,6.5,0,12.0,1.0,0.0,0,1,0,0
1975,0,3.0,0,0.0,1.0,0.0,0,0,0,1
1390,0,4.0,0,0.0,1.0,0.0,1,0,0,0
906,0,1.0,0,8.0,0.0,1.0,0,0,0,1
523,1,4.0,0,4.844106463878327,1.0,0.0,0,0,0,1
885,0,7.5,0,7.0,1.0,0.0,0,0,0,1
686,0,15.5,0,7.0,1.0,0.0,0,0,0,1
1236,0,7.5,0,6.0,1.0,0.0,0,0,0,1
972,0,2.5,0,22.0,0.0,1.0,0,0,0,1
1222,0,1.0,0,10.0,0.0,1.0,0,0,0,1
1851,0,6.5,0,6.0,1.0,0.0,0,0,0,1
1912,0,6.0,0,7.0,1.0,0.0,0,0,0,1
102,0,3.0,0,2.0,1.0,0.0,0,0,0,1
917,0,10.5,0,0.0,1.0,0.0,1,0,0,0
1859,1,8.0,0,7.0,1.0,0.0,0,0,0,1
1757,0,2.0,0,0.0,1.0,0.0,1,0,0,0
1728,0,3.5,0,11.0,1.0,0.0,0,0,0,1
198,0,7.0,0,0.0,0.0,1.0,1,0,0,0
1250,0,3.0,0,7.0,1.0,0.0,0,0,0,1
1329,1,13.5,0,0.0,1.0,0.0,0,0,0,1
419,0,13.5,0,7.0,1.0,0.0,0,0,0,1
1843,0,2.5,0,1.0,0.0,1.0,0,0,0,1
1538,0,8.0,0,4.0,1.0,0.0,0,0,0,1
442,0,7.0,0,0.0,1.0,0.0,1,0,0,0
1731,0,1.0,0,3.0,1.0,0.0,0,0,0,1
965,0,3.5,0,26.0,1.0,0.0,0,0,0,1
200,0,9.0,0,0.0,1.0,0.0,1,0,0,0
1239,0,4.0,0,3.0,1.0,0.0,0,0,0,1
283,0,2.5,0,0.0,0.0,1.0,1,0,0,0
460,0,3.5,0,0.0,0.0,1.0,1,0,0,0
1087,0,5.5,0,4.0,1.0,0.0,0,0,0,1
1855,0,3.0,0,7.0,1.0,0.0,0,0,0,1
390,0,9.0,0,0.0,1.0,0.0,1,0,0,0
294,0,14.0,0,1.0,1.0,0.0,0,0,0,1
1686,0,7.5,0,7.0,1.0,0.0,0,0,0,1
1524,0,0.0,0,11.0,0.0,0.0,0,0,0,1
567,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1742,0,1.5,0,6.0,1.0,0.0,0,0,0,1
930,0,14.5,0,4.0,1.0,0.0,0,0,0,1
1863,1,16.0,0,6.0,1.0,0.0,0,0,0,1
1106,0,1.5,0,0.0,1.0,0.0,1,0,0,0
466,0,10.0,0,0.0,1.0,0.0,1,0,0,0
1332,1,7.0,0,15.0,1.0,0.0,0,0,0,1
776,0,3.0,0,8.0,1.0,0.0,0,0,0,1
441,0,3.0,0,2.0,1.0,0.0,0,0,0,1
1084,0,2.5,0,0.0,1.0,0.0,0,0,0,1
1895,0,14.0,0,6.0,1.0,0.0,0,0,0,1
352,0,6.5,0,8.0,1.0,0.0,0,0,0,1
298,0,7.0,0,6.0,1.0,0.0,0,0,0,1
787,0,12.0,0,4.0,1.0,0.0,0,0,0,1
1891,0,4.5,0,6.0,1.0,0.0,0,0,0,1
754,0,4.5,0,5.0,1.0,0.0,0,0,0,1
1365,0,3.0,0,6.0,0.0,1.0,0,0,0,1
1565,0,9.0,0,0.0,1.0,0.0,1,0,0,0
757,0,1.0,0,11.0,1.0,0.0,0,0,0,1
380,0,14.0,0,0.0,0.0,1.0,1,0,0,0
1897,0,13.5,0,11.0,1.0,0.0,0,0,0,1
1818,0,7.0,0,7.0,1.0,0.0,1,0,0,0
147,0,7.0,0,0.0,1.0,0.0,1,0,0,0
2119,0,4.5,0,16.0,0.0,1.0,0,0,0,1
1448,0,3.0,1,3.0,0.0,1.0,0,0,0,1
1680,0,7.5,0,9.0,1.0,0.0,0,0,0,1
670,0,4.5,0,14.0,0.0,1.0,0,0,0,1
1225,0,10.5,0,7.0,1.0,0.0,0,0,0,1
832,0,6.5,0,5.0,1.0,0.0,0,0,0,1
137,0,0.0,0,5.0,0.0,0.0,0,0,0,1
553,0,7.0,0,5.0,1.0,0.0,0,0,0,1
1785,0,7.0,0,4.0,1.0,0.0,0,0,1,0
1328,1,7.0,0,12.0,1.0,0.0,0,0,0,1
1251,0,7.0,0,10.0,1.0,0.0,0,0,0,1
1605,0,3.0,0,7.0,1.0,0.0,0,0,0,1
2045,0,2.0,0,0.0,0.0,1.0,1,0,0,0
1500,0,2.5,0,0.0,0.0,1.0,0,0,1,0
3,0,1.0,0,5.0,0.0,1.0,0,0,0,1
822,0,6.5,0,6.0,1.0,0.0,0,1,0,0
1540,0,3.0,0,0.0,0.0,1.0,1,0,0,0
677,0,5.5,0,2.0,1.0,0.0,0,0,0,1
2127,1,8.0,0,18.0,1.0,0.0,0,0,0,1
465,0,3.5,0,7.0,1.0,0.0,0,0,0,1
1359,0,2.5,0,12.0,1.0,0.0,0,0,0,1
1505,0,4.5,0,5.0,1.0,0.0,0,0,0,1
1504,0,4.5,0,5.0,1.0,0.0,0,1,0,0
932,0,0.0,0,20.0,0.0,0.0,0,0,0,1
1419,0,3.5,0,15.0,1.0,0.0,0,0,0,1
571,0,7.0,0,0.0,1.0,0.0,0,0,0,1
1183,0,2.0,0,0.0,1.0,0.0,1,0,0,0
937,0,2.0,0,17.0,1.0,0.0,0,0,0,1
1602,0,3.0,0,2.0,0.0,1.0,0,0,0,1
1774,0,8.0,0,0.0,1.0,0.0,1,0,0,0
806,0,3.5,0,0.0,1.0,0.0,1,0,0,0
1145,0,5.0,0,0.0,1.0,0.0,1,0,0,0
1474,0,7.0,0,6.0,1.0,0.0,0,0,0,1
1966,0,1.5,0,3.0,0.0,1.0,0,0,0,1
1054,0,14.5,0,2.0,1.0,0.0,0,0,0,1
1190,0,10.0,0,4.0,1.0,0.0,0,0,0,1
952,0,7.5,0,6.0,1.0,0.0,0,0,0,1
24,0,4.0,0,0.0,1.0,0.0,1,0,0,0
1732,0,3.5,0,3.0,1.0,0.0,0,0,0,1
2042,0,14.0,0,7.0,1.0,0.0,0,0,0,1
2081,0,3.0,0,5.0,1.0,0.0,0,0,0,1
1874,0,3.5,0,0.0,1.0,0.0,1,0,0,0
1283,0,7.0,0,0.0,1.0,0.0,1,0,0,0
95,0,2.5,0,4.0,1.0,0.0,0,0,0,1
449,0,3.0,0,2.0,1.0,0.0,0,0,0,1
1168,0,4.0,0,10.0,0.0,1.0,0,0,0,1
1318,0,3.0,0,1.0,1.0,0.0,0,0,0,1
546,0,3.0,0,5.0,0.0,1.0,0,1,0,0
779,0,6.0,0,0.0,0.0,1.0,1,0,0,0
1622,0,6.0,0,1.0,1.0,0.0,0,0,0,1
82,0,10.0,0,9.0,1.0,0.0,0,0,0,1
2117,0,13.5,0,0.0,1.0,0.0,1,0,0,0
26,0,3.0,0,6.0,0.0,1.0,0,0,0,1
1459,0,1.0,0,14.0,1.0,0.0,0,0,0,1
1178,0,2.5,0,5.0,0.0,1.0,0,0,0,1
374,0,10.0,0,4.0,1.0,0.0,0,0,0,1
1404,0,9.0,0,15.0,1.0,0.0,0,0,0,1
490,0,3.0,0,1.0,1.0,0.0,0,0,0,1
1635,0,5.0,0,1.0,0.0,1.0,0,0,0,1
1300,0,4.5,0,7.0,1.0,0.0,0,0,0,1
828,0,5.0,0,9.0,1.0,0.0,0,0,0,1
515,0,2.0,0,8.0,1.0,0.0,0,0,0,1
227,0,3.0,0,9.0,1.0,0.0,0,0,0,1
1050,0,10.5,0,0.0,1.0,0.0,1,0,0,0
1580,0,9.5,0,5.0,1.0,0.0,0,0,0,1
961,0,2.0,0,6.0,1.0,0.0,0,0,0,1
1234,0,13.0,0,0.0,1.0,0.0,1,0,0,0
330,0,10.0,0,0.0,1.0,0.0,0,0,0,1
275,0,6.0,0,6.0,1.0,0.0,0,0,0,1
1268,0,4.5,0,11.0,1.0,0.0,0,0,0,1
1968,0,3.0,0,12.0,1.0,0.0,0,0,0,1
1062,1,9.0,0,4.844106463878327,1.0,0.0,0,0,0,1
1867,1,5.5,0,10.0,1.0,0.0,0,0,0,1
1362,0,6.0,0,7.0,0.0,1.0,0,0,0,1
272,0,9.0,0,4.0,1.0,0.0,0,0,0,1
1137,0,11.0,0,0.0,1.0,0.0,1,0,0,0
790,1,11.0,0,4.844106463878327,1.0,0.0,0,0,0,1
662,0,4.0,0,5.0,1.0,0.0,0,0,0,1
1163,0,5.0,0,0.0,1.0,0.0,1,0,0,0
992,0,5.0,0,6.0,1.0,0.0,0,0,0,1
1292,0,4.0,0,3.0,1.0,0.0,0,0,0,1
1346,0,3.5,0,0.0,0.0,1.0,1,0,0,0
1139,0,3.5,0,6.0,1.0,0.0,0,0,0,1
1439,0,10.0,0,0.0,1.0,0.0,1,0,0,0
1652,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1992,0,6.0,0,12.0,1.0,0.0,0,0,0,1
1675,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1379,0,16.5,0,7.0,1.0,0.0,0,0,0,1
1539,0,1.0,0,1.0,1.0,0.0,0,0,0,1
21,0,3.5,0,9.0,1.0,0.0,0,0,0,1
166,0,3.5,0,1.0,0.0,1.0,0,0,0,1
1310,0,16.5,0,0.0,1.0,0.0,0,0,0,1
378,0,9.5,0,5.0,1.0,0.0,0,0,0,1
1529,0,8.5,0,6.0,1.0,0.0,0,0,0,1
1020,0,1.5,0,20.0,0.0,1.0,0,0,0,1
1312,0,8.5,0,8.0,1.0,0.0,0,0,0,1
1299,0,6.0,0,2.0,0.0,1.0,0,0,0,1
1930,0,3.0,0,11.0,1.0,0.0,0,1,0,0
904,0,2.5,0,7.0,1.0,0.0,0,0,0,1
1484,0,3.0,0,10.0,1.0,0.0,0,0,0,1
1645,0,4.0,0,1.0,0.0,1.0,0,0,0,1
611,0,6.5,0,4.0,0.0,1.0,0,0,0,1
138,0,1.0,0,9.0,1.0,0.0,0,0,0,1
753,0,3.5,0,0.0,1.0,0.0,1,0,0,0
999,0,9.5,0,5.0,1.0,0.0,0,0,0,1
535,0,3.0,0,0.0,0.0,1.0,1,0,0,0
681,0,9.5,0,0.0,1.0,0.0,1,0,0,0
1931,0,7.0,0,13.0,1.0,0.0,0,0,0,1
622,0,5.0,0,9.0,1.0,0.0,0,0,0,1
45,0,5.0,0,0.0,0.0,1.0,1,0,0,0
1138,0,4.0,0,6.0,1.0,0.0,0,0,0,1
801,0,7.5,0,7.0,1.0,0.0,0,0,0,1
1646,0,10.5,0,2.0,1.0,0.0,0,0,0,1
1101,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1226,0,8.0,0,0.0,0.0,1.0,1,0,0,0
1534,0,6.5,0,9.0,1.0,0.0,0,1,0,0
324,0,3.0,0,7.0,0.0,1.0,0,0,0,1
1780,0,2.5,0,0.0,1.0,0.0,1,0,0,0
927,0,5.5,0,6.0,1.0,0.0,0,0,0,1
1747,0,2.5,0,4.0,1.0,0.0,0,0,0,1
613,0,10.0,0,0.0,1.0,0.0,1,0,0,0
569,0,7.0,0,9.0,1.0,0.0,0,0,0,1
127,0,3.0,0,1.0,1.0,0.0,0,0,0,1
1388,0,3.5,0,8.0,1.0,0.0,0,0,0,1
471,0,7.0,0,5.0,1.0,0.0,0,0,0,1
2131,1,5.5,0,0.0,1.0,0.0,1,0,0,0
1527,0,10.0,0,0.0,1.0,0.0,1,0,0,0
741,0,5.5,0,7.0,1.0,0.0,0,0,0,1
141,0,4.5,0,5.0,1.0,0.0,0,0,0,1
750,0,10.5,0,10.0,1.0,0.0,0,0,0,1
59,0,2.0,0,0.0,0.0,1.0,1,0,0,0
1392,0,3.0,0,0.0,1.0,0.0,1,0,0,0
2134,1,3.0,0,1.0,0.0,1.0,0,0,0,1
169,0,5.0,0,5.0,1.0,0.0,0,0,0,1
130,0,1.0,0,0.0,1.0,0.0,1,0,0,0
2071,0,6.0,0,4.0,1.0,0.0,0,0,0,1
1886,0,7.5,0,2.0,1.0,0.0,0,0,0,1
452,0,9.0,0,0.0,1.0,0.0,1,0,0,0
1252,0,7.5,0,0.0,1.0,0.0,1,0,0,0
1453,0,5.5,0,5.0,1.0,0.0,0,1,0,0
2061,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1458,0,3.5,0,0.0,0.0,1.0,1,0,0,0
125,0,7.5,0,0.0,1.0,0.0,1,0,0,0
1027,0,3.0,0,18.0,1.0,0.0,0,1,0,0
1684,0,3.0,0,6.0,1.0,0.0,0,0,0,1
1049,0,7.0,0,8.0,1.0,0.0,0,1,0,0
135,0,1.0,0,6.0,0.0,1.0,0,0,0,1
1460,0,13.5,0,8.0,1.0,0.0,0,0,0,1
109,0,5.5,0,16.0,1.0,0.0,0,0,0,1
1241,0,7.5,0,6.0,1.0,0.0,0,0,0,1
1387,0,3.0,0,8.0,0.0,1.0,0,0,0,1
1703,0,2.5,0,11.0,1.0,0.0,0,0,0,1
406,0,4.0,0,1.0,1.0,0.0,0,0,0,1
577,0,4.0,0,15.0,0.0,1.0,0,0,0,1
1852,0,3.0,0,1.0,1.0,0.0,0,0,0,1
1064,1,7.5,0,4.844106463878327,1.0,0.0,0,0,0,1
13,0,3.0,0,2.0,0.0,1.0,0,0,0,1
644,0,16.0,0,7.0,1.0,0.0,0,0,0,1
1860,1,5.0,0,7.0,1.0,0.0,0,0,0,1
996,0,7.0,0,7.0,1.0,0.0,0,0,0,1
350,0,7.0,0,8.0,1.0,0.0,0,0,0,1
1792,0,8.5,0,1.0,1.0,0.0,0,0,0,1
698,0,6.5,0,5.0,1.0,0.0,0,0,0,1
1999,0,3.0,0,10.0,1.0,0.0,0,0,0,1
1078,0,10.0,0,6.0,1.0,0.0,0,0,0,1
1670,0,3.5,0,0.0,0.0,1.0,1,0,0,0
492,0,11.0,0,1.0,1.0,0.0,0,0,0,1
897,0,9.5,0,8.0,1.0,0.0,0,0,0,1
1409,0,1.0,0,9.0,1.0,0.0,0,0,0,1
1415,0,3.5,0,0.0,1.0,0.0,1,0,0,0
615,0,2.0,0,18.0,0.0,1.0,0,0,0,1
69,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1056,0,6.5,0,4.0,1.0,0.0,0,0,0,1
2124,0,2.5,0,5.0,1.0,0.0,0,0,0,1
1984,0,5.5,0,7.0,1.0,0.0,0,0,0,1
1275,0,13.5,0,4.0,1.0,0.0,0,0,0,1
545,0,3.0,0,4.0,1.0,0.0,0,0,0,1
1017,0,7.0,0,0.0,0.0,1.0,1,0,0,0
632,0,10.5,0,5.0,1.0,0.0,0,0,0,1
657,0,11.5,0,6.0,1.0,0.0,0,0,0,1
1247,0,1.5,0,0.0,0.0,1.0,1,0,0,0
431,0,7.0,0,7.0,1.0,0.0,0,1,0,0
606,0,8.0,0,4.0,1.0,0.0,0,0,0,1
943,0,2.5,0,21.0,1.0,0.0,0,0,0,1
155,0,7.0,0,9.0,1.0,0.0,0,0,0,1
2064,0,2.5,0,5.0,0.0,1.0,0,0,0,1
1382,0,5.5,0,3.0,1.0,0.0,0,0,0,1
1980,0,7.0,0,13.0,1.0,0.0,0,0,0,1
1089,0,13.0,0,14.0,1.0,0.0,0,1,0,0
409,0,4.0,0,1.0,1.0,0.0,0,0,0,1
714,0,10.5,0,8.0,1.0,0.0,0,0,0,1
1736,0,14.0,0,0.0,1.0,0.0,1,0,0,0
181,0,9.0,0,1.0,1.0,0.0,0,0,0,1
375,0,10.0,0,1.0,1.0,0.0,0,0,0,1
512,0,6.5,0,2.0,0.0,1.0,0,0,0,1
1693,0,7.0,0,0.0,1.0,0.0,1,0,0,0
1154,0,1.0,0,5.0,1.0,0.0,0,0,0,1
2032,0,5.0,0,0.0,0.0,1.0,1,0,0,0
1438,0,3.0,0,8.0,1.0,0.0,0,0,0,1
704,0,3.0,0,6.0,0.0,1.0,0,0,0,1
2096,0,10.0,0,6.0,1.0,0.0,0,0,0,1
1385,0,4.5,0,0.0,1.0,0.0,1,0,0,0
1748,0,0.0,0,1.0,0.0,0.0,0,0,0,1
1499,0,9.5,0,6.0,1.0,0.0,0,0,0,1
1073,0,8.0,0,6.0,1.0,0.0,0,0,0,1
1990,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1399,0,7.0,0,0.0,1.0,0.0,1,0,0,0
764,0,11.0,0,9.0,1.0,0.0,0,0,0,1
418,0,7.0,0,0.0,1.0,0.0,1,0,0,0
1858,1,4.0,0,0.0,1.0,0.0,1,0,0,0
1494,0,7.0,0,5.0,1.0,0.0,0,0,0,1
299,0,7.5,0,8.0,0.0,1.0,0,0,0,1
1011,0,10.0,0,5.0,1.0,0.0,0,0,0,1
2010,0,3.0,0,5.0,0.0,1.0,0,0,0,1
491,0,7.0,0,0.0,0.0,1.0,1,0,0,0
370,0,11.5,0,9.0,1.0,0.0,0,0,0,1
1416,0,10.5,0,8.0,1.0,0.0,0,0,0,1
40,0,13.0,0,0.0,1.0,0.0,1,0,0,0
1463,0,6.0,0,0.0,1.0,0.0,0,0,0,1
964,0,3.0,0,0.0,1.0,0.0,1,0,0,0
898,0,6.0,0,0.0,0.0,1.0,1,0,0,0
2104,0,4.0,0,0.0,0.0,1.0,0,0,0,1
1682,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1903,0,7.0,0,4.0,0.0,1.0,0,0,0,1
1561,0,6.0,0,0.0,1.0,0.0,1,0,0,0
92,0,2.5,0,9.0,0.0,1.0,0,0,0,1
1408,0,6.5,0,4.0,1.0,0.0,0,0,0,1
1172,0,6.0,0,16.0,1.0,0.0,0,0,0,1
5,0,5.5,0,10.0,1.0,0.0,0,0,0,1
653,0,4.5,0,0.0,1.0,0.0,1,0,0,0
1339,0,7.0,0,0.0,1.0,0.0,1,0,0,0
508,0,9.5,0,0.0,1.0,0.0,1,0,0,0
1112,0,4.0,0,4.0,1.0,0.0,0,0,0,1
474,0,9.5,0,7.0,1.0,0.0,0,0,0,1
1122,0,5.5,0,8.0,0.0,1.0,0,0,0,1
725,0,3.0,0,1.0,0.0,1.0,0,0,0,1
1364,0,6.0,0,2.0,1.0,0.0,0,0,0,1
383,0,3.0,0,0.0,1.0,0.0,1,0,0,0
2083,0,10.5,0,5.0,1.0,0.0,0,0,0,1
1450,0,3.0,0,8.0,0.0,1.0,0,0,0,1
351,0,3.0,0,1.0,1.0,0.0,0,0,0,1
1482,0,4.0,0,0.0,1.0,0.0,1,0,0,0
377,0,3.0,0,3.0,0.0,1.0,0,0,0,1
820,0,7.0,0,6.0,1.0,0.0,0,0,0,1
673,0,13.5,0,8.0,1.0,0.0,0,0,0,1
1356,0,1.0,0,11.0,0.0,1.0,0,0,0,1
1198,0,2.5,0,5.0,1.0,0.0,0,0,0,1
1446,0,2.5,0,4.0,0.0,1.0,0,0,0,1
1425,0,3.5,0,6.0,1.0,0.0,0,0,0,1
2078,0,5.0,0,0.0,1.0,0.0,1,0,0,0
564,0,3.5,0,0.0,0.0,1.0,1,0,0,0
1374,0,6.0,0,8.0,1.0,0.0,0,0,0,1
1255,0,2.5,0,15.0,1.0,0.0,0,0,0,1
358,0,2.5,0,0.0,1.0,0.0,0,0,0,1
1149,0,2.5,0,7.0,1.0,0.0,0,0,0,1
2041,0,13.5,0,17.0,1.0,0.0,0,0,0,1
1909,0,1.5,0,0.0,0.0,1.0,1,0,0,0
582,0,11.5,0,5.0,1.0,0.0,0,0,0,1
1333,1,8.5,0,15.0,1.0,0.0,0,0,0,1
1218,0,2.5,0,10.0,1.0,0.0,0,0,1,0
529,1,8.0,0,4.844106463878327,1.0,0.0,0,0,0,1
1700,0,7.0,0,6.0,1.0,0.0,0,0,0,1
2089,0,2.5,0,17.0,1.0,0.0,0,0,0,1
1397,0,10.0,0,2.0,1.0,0.0,0,0,0,1
761,0,9.5,0,5.0,1.0,0.0,0,0,0,1
1758,0,7.0,0,12.0,1.0,0.0,0,0,0,1
514,0,3.0,0,10.0,1.0,0.0,0,0,0,1
1000,0,3.0,0,0.0,1.0,0.0,1,0,0,0
874,0,4.5,0,9.0,1.0,0.0,0,0,0,1
563,0,3.0,0,6.0,0.0,1.0,0,0,0,1
1488,0,4.0,0,5.0,0.0,1.0,0,0,0,1
2063,0,3.5,0,15.0,1.0,0.0,0,0,1,0
581,0,3.5,0,7.0,0.0,1.0,0,0,0,1
951,0,4.5,0,7.0,1.0,0.0,0,0,0,1
50,0,2.5,0,10.0,0.0,1.0,0,0,0,1
656,0,10.5,0,7.0,1.0,0.0,0,0,0,1
863,0,7.5,0,0.0,1.0,0.0,1,0,0,0
786,0,16.5,0,5.0,1.0,0.0,0,0,0,1
2026,0,10.0,0,18.0,0.0,1.0,0,0,0,1
1140,0,7.0,0,6.0,1.0,0.0,0,0,0,1
33,0,12.5,0,6.0,1.0,0.0,0,1,0,0
1735,0,7.5,0,1.0,1.0,0.0,0,0,0,1
1716,0,3.5,0,3.0,1.0,0.0,0,0,0,1
1079,0,5.5,0,6.0,1.0,0.0,0,0,0,1
136,0,7.0,0,0.0,1.0,0.0,1,0,0,0
353,0,12.5,0,1.0,1.0,0.0,0,0,0,1
1856,0,3.0,0,2.0,1.0,0.0,0,0,0,1
818,0,2.0,0,0.0,0.0,1.0,1,0,0,0
894,0,6.5,0,0.0,1.0,0.0,1,0,0,0
1406,0,7.5,0,3.0,1.0,0.0,0,0,0,1
1532,0,2.5,0,8.0,1.0,0.0,0,0,0,1
12,0,6.5,0,9.0,1.0,0.0,0,0,0,1
1160,0,7.0,0,0.0,1.0,0.0,0,0,0,1
108,0,7.0,0,1.0,1.0,0.0,0,0,0,1
1590,0,3.0,0,0.0,0.0,1.0,0,0,0,1
2076,0,10.5,0,7.0,0.0,1.0,0,0,0,1
1120,0,3.0,0,4.0,1.0,0.0,0,0,0,1
558,0,8.0,0,8.0,1.0,0.0,0,0,0,1
364,0,14.0,0,0.0,1.0,0.0,1,0,0,0
327,0,7.0,0,9.0,1.0,0.0,0,0,0,1
807,0,4.5,0,0.0,1.0,0.0,1,0,0,0
436,0,3.0,0,6.0,1.0,0.0,0,0,0,1
2062,0,2.5,0,0.0,0.0,1.0,1,0,0,0
840,0,7.5,0,9.0,1.0,0.0,0,0,0,1
1197,0,3.0,0,18.0,0.0,1.0,0,0,0,1
1004,0,4.0,0,8.0,1.0,0.0,0,0,0,1
455,0,14.5,0,2.0,1.0,0.0,0,0,0,1
1345,0,3.5,0,8.0,1.0,0.0,0,0,0,1
222,0,1.0,0,4.0,1.0,0.0,0,0,0,1
316,0,5.0,0,6.0,1.0,0.0,0,0,0,1
1563,0,11.5,0,6.0,0.0,1.0,0,0,0,1
2059,0,6.5,0,4.0,1.0,0.0,0,0,0,1
1749,0,3.5,0,2.0,1.0,0.0,0,0,0,1
1672,0,4.0,0,0.0,1.0,0.0,1,0,0,0
267,0,5.0,0,5.0,1.0,0.0,0,0,0,1
1794,0,3.5,0,4.0,1.0,0.0,0,0,0,1
342,0,3.0,0,6.0,1.0,0.0,0,0,0,1
699,0,8.0,0,9.0,1.0,0.0,0,0,0,1
842,0,2.5,0,9.0,1.0,0.0,0,0,0,1
53,0,12.5,0,0.0,1.0,0.0,1,0,0,0
950,0,3.5,0,24.0,1.0,0.0,0,0,0,1
1289,0,10.0,0,2.0,1.0,0.0,0,0,0,1
640,0,3.0,0,18.0,0.0,1.0,0,0,0,1
617,0,5.0,0,2.0,1.0,0.0,0,0,0,1
1559,0,4.0,0,8.0,1.0,0.0,0,0,0,1
1164,0,7.0,0,0.0,1.0,0.0,0,0,0,1
702,0,3.5,0,0.0,0.0,1.0,0,0,0,1
269,0,1.5,0,2.0,1.0,0.0,0,1,0,0
560,0,4.5,0,5.0,1.0,0.0,0,0,0,1
1702,0,2.5,0,10.0,0.0,1.0,0,0,0,1
934,0,1.0,0,0.0,0.0,1.0,1,0,0,0
1185,0,5.0,0,7.0,0.0,1.0,0,0,0,1
215,0,14.5,0,8.0,1.0,0.0,0,0,0,1
862,0,3.5,0,4.0,1.0,0.0,0,1,0,0
414,0,6.5,0,0.0,1.0,0.0,1,0,0,0
1815,0,10.5,0,12.0,1.0,0.0,0,0,0,1
1690,0,7.0,0,5.0,1.0,0.0,0,0,0,1
1420,0,7.5,0,10.0,1.0,0.0,0,0,0,1
1427,0,2.5,0,0.0,1.0,0.0,0,0,0,1
962,0,3.0,0,8.0,1.0,0.0,0,0,0,1
495,0,4.0,0,8.0,1.0,0.0,0,0,0,1
338,0,3.5,0,0.0,1.0,0.0,1,0,0,0
369,0,10.5,0,0.0,0.0,1.0,0,0,0,1
1171,0,7.0,0,0.0,0.0,1.0,1,0,0,0
1507,0,3.0,0,2.0,1.0,0.0,0,0,0,1
1883,0,3.5,0,0.0,1.0,0.0,1,0,0,0
1002,0,2.0,0,7.0,1.0,0.0,0,0,1,0
1961,0,3.0,0,5.0,1.0,0.0,0,0,0,1
16,0,7.0,0,0.0,1.0,0.0,1,0,0,0
468,0,3.0,0,12.0,0.0,1.0,0,1,0,0
1768,0,8.5,0,6.0,1.0,0.0,0,0,0,1
1214,0,7.0,0,0.0,1.0,0.0,0,0,0,1
1719,0,1.0,0,0.0,0.0,1.0,1,0,0,0
365,0,1.0,0,0.0,0.0,1.0,0,0,0,1
935,0,3.5,0,0.0,1.0,0.0,1,0,0,0
737,0,10.5,0,3.0,1.0,0.0,0,0,0,1
1849,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1455,0,4.0,0,6.0,1.0,0.0,0,0,0,1
1512,0,3.0,0,4.0,1.0,0.0,0,0,0,1
584,0,7.0,0,0.0,1.0,0.0,1,0,0,0
