,schedule_playoff,spread_favorite,stadium_neutral,weather_wind_mph,home_favorite,away_favorite,weather_detail_Dome,weather_detail_Rain,weather_detail_Snow,weather_detail_Sunny
1029,0,9.0,0,0.0,1.0,0.0,1,0,0,0
1030,0,2.0,0,5.0,1.0,0.0,0,0,1,0
1031,0,9.5,0,3.0,0.0,1.0,0,0,0,1
1032,0,4.0,0,13.0,0.0,1.0,0,0,0,1
1033,0,7.0,0,8.0,1.0,0.0,0,0,0,1
1037,0,9.0,0,6.0,1.0,0.0,0,0,0,1
1039,0,2.5,0,9.0,0.0,1.0,0,0,0,1
1041,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1042,0,5.5,0,0.0,0.0,1.0,1,0,0,0
1043,0,3.0,0,16.0,0.0,1.0,0,0,0,1
1045,0,7.0,0,0.0,0.0,1.0,1,0,0,0
1047,0,7.0,0,12.0,1.0,0.0,0,0,0,1
1052,0,10.0,0,8.0,0.0,1.0,0,0,0,1
1058,1,3.0,0,4.844106463878327,1.0,0.0,0,0,0,1
1059,1,6.0,0,4.844106463878327,1.0,0.0,0,0,0,1
1060,1,3.0,0,4.844106463878327,0.0,1.0,0,0,0,1
1063,1,1.0,0,4.844106463878327,0.0,1.0,0,0,0,1
1067,1,2.0,1,4.844106463878327,1.0,0.0,0,0,0,1
1070,0,1.0,0,0.0,1.0,0.0,0,0,0,1
1071,0,7.0,0,7.0,1.0,0.0,0,0,0,1
1072,0,3.5,0,0.0,0.0,1.0,1,0,0,0
1075,0,3.0,0,5.0,1.0,0.0,0,0,0,1
1080,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1081,0,5.5,0,7.0,1.0,0.0,0,0,0,1
1091,0,3.5,0,11.0,0.0,1.0,0,0,0,1
1092,0,1.0,0,5.0,1.0,0.0,0,0,0,1
1093,0,3.0,0,10.0,0.0,1.0,0,0,0,1
1095,0,7.0,0,9.0,1.0,0.0,0,0,0,1
1096,0,4.0,0,0.0,1.0,0.0,0,0,0,1
1097,0,3.0,0,6.0,1.0,0.0,0,0,0,1
1099,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1102,0,2.5,0,16.0,1.0,0.0,0,0,0,1
1103,0,3.0,0,3.0,1.0,0.0,0,0,0,1
1105,0,2.0,0,19.0,0.0,1.0,0,0,0,1
1107,0,6.0,0,5.0,0.0,1.0,0,0,0,1
1108,0,6.0,0,8.0,1.0,0.0,0,0,0,1
1114,0,1.5,0,0.0,0.0,1.0,1,0,0,0
1115,0,1.5,0,4.0,1.0,0.0,0,0,0,1
1116,0,3.0,0,7.0,1.0,0.0,0,0,0,1
1118,0,2.0,0,6.0,0.0,1.0,0,0,0,1
1123,0,2.0,0,6.0,1.0,0.0,0,0,0,1
1124,0,4.0,1,6.0,0.0,1.0,0,0,0,1
1125,0,7.5,0,6.0,1.0,0.0,0,0,0,1
1133,0,4.5,0,0.0,1.0,0.0,1,0,0,0
1135,0,6.0,0,4.0,0.0,1.0,0,0,0,1
1142,0,1.0,0,13.0,0.0,1.0,0,0,0,1
1143,0,7.0,0,11.0,0.0,1.0,0,0,0,1
1144,0,2.5,0,3.0,0.0,1.0,0,0,0,1
1146,0,3.5,0,0.0,1.0,0.0,1,0,0,0
1147,0,1.0,0,3.0,1.0,0.0,0,0,0,1
1148,0,7.0,0,6.0,1.0,0.0,0,0,0,1
1150,0,1.5,0,12.0,0.0,1.0,0,0,0,1
1151,0,1.0,0,20.0,1.0,0.0,0,0,0,1
1152,0,10.0,0,3.0,0.0,1.0,0,0,0,1
1153,0,7.0,0,7.0,0.0,1.0,0,0,0,1
1155,0,10.0,0,5.0,1.0,0.0,0,0,0,1
1156,0,3.5,0,4.0,0.0,1.0,0,0,0,1
1158,0,3.5,0,0.0,0.0,1.0,1,0,0,0
1162,0,3.0,0,12.0,1.0,0.0,0,0,0,1
1169,0,3.5,0,14.0,0.0,1.0,0,0,0,1
1170,0,3.0,0,6.0,1.0,0.0,0,0,0,1
1176,0,3.5,1,13.0,0.0,1.0,0,0,0,1
1177,0,6.0,0,11.0,0.0,1.0,0,0,0,1
1180,0,7.0,0,0.0,0.0,1.0,0,0,0,1
1184,0,3.0,0,19.0,1.0,0.0,0,0,0,1
1186,0,1.0,0,7.0,1.0,0.0,0,0,0,1
1187,0,3.5,0,5.0,0.0,1.0,0,0,0,1
1188,0,9.5,0,0.0,1.0,0.0,1,0,0,0
1189,0,3.0,0,3.0,0.0,1.0,0,0,0,1
1192,0,1.5,0,0.0,1.0,0.0,1,0,0,0
1193,0,1.5,0,8.0,0.0,1.0,0,0,0,1
1199,0,10.5,0,10.0,1.0,0.0,0,0,0,1
1201,0,3.0,0,8.0,0.0,1.0,0,0,0,1
1202,0,6.5,0,0.0,1.0,0.0,0,0,0,1
1205,0,2.0,0,11.0,1.0,0.0,0,1,0,0
1208,0,7.5,1,3.0,0.0,1.0,0,1,0,0
1209,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1211,0,13.0,0,7.0,0.0,1.0,0,0,0,1
1213,0,3.5,0,5.0,0.0,1.0,0,0,0,1
1217,0,2.5,0,3.0,0.0,1.0,0,0,0,1
1219,0,4.5,0,7.0,1.0,0.0,0,0,0,1
1221,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1223,0,8.5,0,0.0,1.0,0.0,1,0,0,0
1224,0,4.0,0,4.0,0.0,1.0,0,0,0,1
1227,0,6.5,0,7.0,1.0,0.0,0,0,0,1
1228,0,7.0,0,0.0,0.0,1.0,0,0,0,1
1230,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1233,0,3.0,0,14.0,1.0,0.0,0,0,0,1
1235,0,7.5,0,6.0,0.0,1.0,0,0,0,1
1237,0,4.0,0,0.0,0.0,1.0,0,0,0,1
1243,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1244,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1246,0,1.0,0,0.0,1.0,0.0,0,0,0,1
1248,0,6.5,0,0.0,1.0,0.0,0,0,0,1
1254,0,1.0,0,12.0,1.0,0.0,0,0,0,1
1256,0,3.5,0,12.0,1.0,0.0,0,0,0,1
1258,0,6.0,0,7.0,0.0,1.0,0,0,0,1
1259,0,6.5,0,9.0,0.0,1.0,0,0,0,1
1260,0,3.5,0,6.0,0.0,1.0,0,0,0,1
1262,0,3.0,0,3.0,1.0,0.0,0,0,0,1
1263,0,3.0,0,11.0,0.0,1.0,0,0,0,1
1266,0,6.5,0,9.0,0.0,1.0,0,0,0,1
1267,0,3.0,0,12.0,1.0,0.0,0,0,0,1
1269,0,8.5,0,0.0,1.0,0.0,1,0,0,0
1271,0,1.5,0,6.0,0.0,1.0,0,0,0,1
1272,0,4.0,0,2.0,0.0,1.0,0,0,0,1
1273,0,3.0,0,7.0,0.0,1.0,0,0,0,1
1274,0,2.5,0,10.0,0.0,1.0,0,0,0,1
1276,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1277,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1281,0,2.5,0,5.0,1.0,0.0,0,0,0,1
1287,0,3.5,0,6.0,1.0,0.0,0,0,0,1
1288,0,4.0,0,5.0,0.0,1.0,0,0,0,1
1290,0,3.5,0,1.0,0.0,1.0,0,0,0,1
1291,0,3.0,0,6.0,0.0,1.0,0,0,0,1
1293,0,2.0,0,1.0,1.0,0.0,0,0,0,1
1295,0,9.5,0,0.0,0.0,1.0,1,0,0,0
1297,0,10.0,0,7.0,0.0,1.0,0,0,0,1
1301,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1302,0,10.0,0,4.0,0.0,1.0,0,0,0,1
1305,0,7.0,0,0.0,1.0,0.0,1,0,0,0
1306,0,11.5,0,4.0,0.0,1.0,0,0,0,1
1308,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1314,0,7.0,0,7.0,1.0,0.0,0,0,0,1
1316,0,4.5,0,8.0,1.0,0.0,0,0,0,1
1317,0,1.0,0,6.0,0.0,1.0,0,0,0,1
1321,0,6.0,0,7.0,0.0,1.0,0,0,0,1
1322,0,7.5,0,5.0,0.0,1.0,0,0,0,1
1323,0,6.0,0,4.0,0.0,1.0,0,0,0,1
1325,1,3.0,0,10.0,1.0,0.0,0,0,0,1
1330,1,9.5,0,7.0,1.0,0.0,0,0,0,1
1338,0,6.5,0,4.0,0.0,1.0,0,0,0,1
1341,0,1.0,0,8.0,0.0,1.0,0,0,0,1
1342,0,3.0,0,1.0,0.0,1.0,0,0,0,1
1344,0,3.0,0,9.0,1.0,0.0,0,0,0,1
1347,0,3.0,0,6.0,1.0,0.0,0,0,0,1
1348,0,4.0,0,11.0,0.0,1.0,0,0,0,1
1351,0,3.0,0,8.0,1.0,0.0,0,0,0,1
1352,0,1.0,0,4.0,1.0,0.0,0,0,0,1
1354,0,2.0,0,3.0,0.0,1.0,0,0,0,1
1360,0,9.0,0,0.0,1.0,0.0,1,0,0,0
1361,0,2.0,0,7.0,1.0,0.0,0,0,0,1
1363,0,6.5,0,7.0,1.0,0.0,0,0,0,1
1366,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1369,0,1.5,0,8.0,1.0,0.0,0,0,0,1
1371,0,3.5,0,10.0,1.0,0.0,0,0,0,1
1372,0,0.0,0,0.0,0.0,0.0,1,0,0,0
1373,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1375,0,1.0,0,0.0,1.0,0.0,0,0,0,1
1378,0,3.0,0,5.0,1.0,0.0,0,0,0,1
1380,0,1.0,0,0.0,1.0,0.0,1,0,0,0
1381,0,3.5,0,4.0,0.0,1.0,0,0,0,1
1383,0,3.0,0,7.0,0.0,1.0,0,0,0,1
1384,0,7.0,0,0.0,1.0,0.0,1,0,0,0
1386,0,6.0,0,4.0,1.0,0.0,0,0,0,1
1391,0,2.5,1,6.0,0.0,1.0,0,0,0,1
1394,0,7.5,0,6.0,0.0,1.0,0,0,0,1
1395,0,3.0,0,7.0,0.0,1.0,0,0,0,1
1398,0,5.0,0,2.0,1.0,0.0,0,0,0,1
1400,0,6.5,0,0.0,1.0,0.0,0,0,0,1
1402,0,8.5,0,0.0,0.0,1.0,1,0,0,0
1403,0,4.5,0,0.0,0.0,1.0,1,0,0,0
1405,0,9.5,0,11.0,1.0,0.0,0,0,0,1
1407,0,5.5,0,8.0,0.0,1.0,0,0,0,1
1410,0,1.0,0,2.0,0.0,1.0,0,0,0,1
1411,0,4.0,0,5.0,1.0,0.0,0,0,0,1
1413,0,3.0,0,2.0,0.0,1.0,0,0,0,1
1414,0,3.5,0,11.0,0.0,1.0,0,0,0,1
1417,0,9.0,0,0.0,0.0,1.0,1,0,0,0
1418,0,3.0,0,13.0,1.0,0.0,0,0,0,1
1423,0,7.0,0,4.0,1.0,0.0,0,0,0,1
1424,0,2.5,0,6.0,1.0,0.0,0,0,0,1
1426,0,6.5,0,3.0,0.0,1.0,0,0,0,1
1428,0,1.0,0,0.0,1.0,0.0,1,0,0,0
1429,0,5.0,0,0.0,1.0,0.0,1,0,0,0
1435,0,3.5,0,5.0,1.0,0.0,0,0,0,1
1437,0,6.0,0,8.0,0.0,1.0,0,0,0,1
1441,0,8.0,0,0.0,1.0,0.0,1,0,0,0
1443,0,1.5,0,7.0,0.0,1.0,0,0,0,1
1444,0,7.0,0,17.0,0.0,1.0,0,0,0,1
1445,0,5.0,0,0.0,0.0,1.0,1,0,0,0
1451,0,0.0,0,9.0,0.0,0.0,0,0,0,1
1457,0,3.0,0,2.0,0.0,1.0,1,0,0,0
1461,0,6.5,0,0.0,1.0,0.0,1,0,0,0
1465,0,2.0,0,1.0,0.0,1.0,0,0,0,1
1466,0,3.5,0,7.0,1.0,0.0,0,0,0,1
1467,0,2.5,0,9.0,1.0,0.0,0,0,0,1
1468,0,5.0,0,5.0,1.0,0.0,0,0,0,1
1469,0,3.5,0,1.0,1.0,0.0,0,0,0,1
1470,0,10.5,0,6.0,1.0,0.0,0,0,0,1
1471,0,7.0,0,5.0,0.0,1.0,0,0,0,1
1472,0,3.0,0,15.0,1.0,0.0,0,0,0,1
1473,0,6.0,0,9.0,1.0,0.0,0,0,0,1
1475,0,3.0,0,1.0,1.0,0.0,0,0,0,1
1476,0,7.0,0,0.0,1.0,0.0,1,0,0,0
1478,0,3.5,0,3.0,0.0,1.0,0,0,0,1
1480,0,10.0,0,2.0,1.0,0.0,0,0,0,1
1483,0,3.5,0,0.0,1.0,0.0,1,0,0,0
1486,0,2.0,0,6.0,0.0,1.0,0,0,0,1
1489,0,2.0,0,10.0,0.0,1.0,0,0,0,1
1490,0,0.0,0,7.0,0.0,0.0,0,0,0,1
1491,0,6.5,0,10.0,1.0,0.0,0,0,0,1
1492,0,3.0,0,4.0,0.0,1.0,0,0,0,1
1495,0,1.0,0,11.0,0.0,1.0,1,0,0,0
1497,0,8.0,0,10.0,1.0,0.0,0,1,0,0
1498,0,2.0,0,0.0,1.0,0.0,1,0,0,0
1503,0,5.0,0,6.0,1.0,0.0,0,0,0,1
1506,0,8.5,0,2.0,0.0,1.0,0,0,0,1
1508,0,1.0,0,2.0,0.0,1.0,0,0,0,1
1510,0,6.0,0,8.0,1.0,0.0,0,0,0,1
1511,0,2.5,0,0.0,0.0,1.0,1,0,0,0
1513,0,6.5,0,4.0,1.0,0.0,0,0,0,1
1514,0,7.5,0,5.0,0.0,1.0,0,0,0,1
1516,0,2.5,0,3.0,0.0,1.0,0,0,0,1
1517,0,9.5,0,5.0,1.0,0.0,0,0,0,1
1518,0,6.0,0,0.0,0.0,1.0,1,0,0,0
1519,0,2.5,0,5.0,0.0,1.0,0,0,0,1
1520,0,3.0,0,3.0,0.0,1.0,0,0,0,1
1522,0,6.0,0,7.0,0.0,1.0,0,0,0,1
1523,0,3.5,0,0.0,0.0,1.0,1,0,0,0
1526,0,2.0,0,2.0,1.0,0.0,0,0,0,1
1528,0,10.5,0,3.0,0.0,1.0,0,0,0,1
1530,0,4.0,0,11.0,1.0,0.0,0,0,0,1
1531,0,1.0,0,6.0,1.0,0.0,0,0,0,1
1533,0,6.0,0,2.0,1.0,0.0,0,0,0,1
1535,0,5.0,0,3.0,0.0,1.0,0,0,0,1
1541,0,6.0,0,12.0,1.0,0.0,0,0,0,1
1542,0,2.0,0,5.0,0.0,1.0,0,0,0,1
1544,0,3.5,0,7.0,0.0,1.0,1,0,0,0
1545,0,6.5,0,3.0,0.0,1.0,0,0,0,1
1546,0,2.0,0,0.0,1.0,0.0,1,0,0,0
1547,0,2.0,0,7.0,1.0,0.0,0,0,0,1
1550,0,5.0,0,4.0,0.0,1.0,0,0,0,1
1551,0,4.0,0,10.0,0.0,1.0,0,0,0,1
1552,0,4.0,0,3.0,0.0,1.0,0,0,0,1
1555,0,6.5,0,5.0,0.0,1.0,0,0,0,1
1558,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1560,0,3.5,0,5.0,1.0,0.0,0,0,0,1
1567,0,2.5,0,13.0,1.0,0.0,0,0,0,1
1571,0,11.0,0,2.0,1.0,0.0,0,1,0,0
1572,0,3.0,0,11.0,1.0,0.0,0,0,0,1
1573,0,3.5,0,10.0,0.0,1.0,0,0,0,1
1575,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1576,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1579,0,2.5,0,10.0,0.0,1.0,0,0,0,1
1581,0,13.0,0,12.0,0.0,1.0,0,0,0,1
1582,0,3.0,0,4.0,1.0,0.0,1,0,0,0
1584,0,3.0,0,5.0,1.0,0.0,0,0,0,1
1589,0,3.5,0,10.0,1.0,0.0,0,0,0,1
1591,1,3.0,0,5.0,0.0,1.0,0,0,0,1
1592,1,3.0,0,0.0,0.0,1.0,1,0,0,0
1593,1,4.5,0,12.0,0.0,1.0,0,0,0,1
1594,1,1.0,0,14.0,1.0,0.0,0,0,0,1
1603,0,8.5,0,0.0,1.0,0.0,1,0,0,0
1604,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1606,0,1.0,0,0.0,0.0,1.0,1,0,0,0
1608,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1609,0,3.5,0,1.0,0.0,1.0,0,0,0,1
1611,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1612,0,1.0,0,9.0,0.0,1.0,0,0,0,1
1615,0,2.5,0,3.0,0.0,1.0,0,0,0,1
1617,0,2.5,0,3.0,0.0,1.0,0,0,0,1
1618,0,0.0,0,2.0,0.0,0.0,0,0,0,1
1621,0,4.5,0,5.0,0.0,1.0,0,0,0,1
1623,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1628,0,4.0,0,3.0,1.0,0.0,0,0,0,1
1631,0,3.0,0,5.0,1.0,0.0,0,0,0,1
1633,0,3.0,0,2.0,1.0,0.0,0,0,0,1
1636,0,6.5,0,2.0,1.0,0.0,0,0,0,1
1637,0,3.5,0,0.0,1.0,0.0,0,0,0,1
1641,0,2.0,0,4.0,0.0,1.0,0,0,0,1
1644,0,3.5,0,4.0,1.0,0.0,0,0,0,1
1647,0,3.5,0,3.0,1.0,0.0,0,0,0,1
1648,0,1.5,0,3.0,0.0,1.0,0,0,0,1
1649,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1651,0,10.0,0,0.0,1.0,0.0,1,0,0,0
1653,0,3.5,0,0.0,1.0,0.0,0,0,0,1
1657,0,3.5,0,2.0,1.0,0.0,0,0,0,1
1658,0,1.0,0,0.0,0.0,1.0,0,0,0,1
1660,0,3.5,0,6.0,1.0,0.0,0,0,0,1
1661,0,1.0,0,8.0,0.0,1.0,0,0,0,1
1662,0,3.0,0,4.0,0.0,1.0,0,1,0,0
1665,0,3.5,0,7.0,0.0,1.0,0,0,0,1
1666,0,4.0,0,12.0,1.0,0.0,0,0,0,1
1667,0,10.0,0,9.0,0.0,1.0,0,0,0,1
1669,0,3.5,0,1.0,1.0,0.0,0,0,0,1
1673,0,2.5,0,5.0,0.0,1.0,0,0,0,1
1674,0,2.5,0,12.0,1.0,0.0,0,0,0,1
1678,0,6.0,0,2.0,1.0,0.0,0,0,0,1
1681,0,2.5,0,3.0,1.0,0.0,0,0,0,1
1683,0,5.0,0,4.0,1.0,0.0,0,0,0,1
1689,0,1.0,0,5.0,0.0,1.0,0,1,0,0
1695,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1696,0,4.5,0,0.0,1.0,0.0,1,0,0,0
1699,0,2.0,0,5.0,1.0,0.0,0,0,0,1
1701,0,2.5,1,10.0,0.0,1.0,0,0,0,1
1705,0,7.5,0,6.0,0.0,1.0,0,0,0,1
1706,0,1.0,0,2.0,1.0,0.0,0,0,0,1
1707,0,4.0,0,5.0,1.0,0.0,0,0,0,1
1711,0,5.5,0,2.0,0.0,1.0,0,1,0,0
1713,0,3.0,1,3.0,1.0,0.0,0,0,0,1
1714,0,2.5,0,9.0,0.0,1.0,0,0,0,1
1718,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1720,0,1.0,0,10.0,1.0,0.0,0,0,0,1
1722,0,4.5,0,2.0,0.0,1.0,0,0,0,1
1724,0,7.0,0,2.0,0.0,1.0,0,0,0,1
1725,0,7.5,0,5.0,1.0,0.0,0,0,0,1
1727,0,3.0,0,3.0,0.0,1.0,0,0,0,1
1729,0,4.5,0,0.0,1.0,0.0,1,0,0,0
1733,0,5.0,0,1.0,0.0,1.0,0,0,0,1
1737,0,3.0,0,4.0,1.0,0.0,0,0,0,1
1738,0,3.0,0,6.0,1.0,0.0,0,0,0,1
1739,0,7.5,0,2.0,1.0,0.0,0,0,0,1
1740,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1741,0,1.0,0,4.0,0.0,1.0,0,0,0,1
1743,0,3.0,0,2.0,1.0,0.0,0,0,0,1
1744,0,4.5,0,3.0,1.0,0.0,0,0,0,1
1750,0,2.5,0,7.0,1.0,0.0,0,0,0,1
1751,0,8.5,0,16.0,0.0,1.0,0,0,0,1
1755,0,7.0,0,8.0,1.0,0.0,0,0,0,1
1756,0,1.0,0,4.0,0.0,1.0,0,0,0,1
1759,0,11.5,0,1.0,0.0,1.0,0,1,0,0
1765,0,8.5,0,0.0,0.0,1.0,1,0,0,0
1769,0,6.5,0,5.0,0.0,1.0,0,0,0,1
1770,0,6.5,0,10.0,0.0,1.0,0,0,0,1
1771,0,3.5,0,6.0,1.0,0.0,0,0,0,1
1772,0,2.5,0,9.0,0.0,1.0,0,0,0,1
1775,0,9.5,0,8.0,0.0,1.0,0,0,0,1
1778,0,4.0,0,4.0,1.0,0.0,0,0,0,1
1779,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1781,0,5.0,0,0.0,1.0,0.0,1,0,0,0
1786,0,3.5,0,3.0,0.0,1.0,0,0,0,1
1788,0,6.5,0,0.0,1.0,0.0,1,0,0,0
1791,0,3.5,0,3.0,1.0,0.0,0,0,0,1
1793,0,1.0,0,2.0,1.0,0.0,0,0,0,1
1795,0,2.0,0,6.0,0.0,1.0,0,0,1,0
1797,0,5.0,0,13.0,0.0,1.0,0,0,1,0
1800,0,6.5,0,0.0,1.0,0.0,1,0,0,0
1801,0,3.5,0,1.0,0.0,1.0,0,0,0,1
1802,0,5.0,0,2.0,0.0,1.0,0,0,0,1
1805,0,2.5,0,2.0,0.0,1.0,0,0,0,1
1806,0,3.0,0,3.0,1.0,0.0,0,0,0,1
1811,0,2.5,0,3.0,0.0,1.0,0,0,0,1
1812,0,3.0,0,0.0,1.0,0.0,1,0,0,0
1816,0,4.5,0,7.0,0.0,1.0,0,0,0,1
1817,0,3.0,0,7.0,0.0,1.0,0,0,0,1
1819,0,3.0,0,3.0,0.0,1.0,0,0,0,1
1821,0,6.0,0,2.0,1.0,0.0,0,0,0,1
1822,0,5.0,0,0.0,1.0,0.0,1,0,0,0
1824,0,2.5,0,2.0,0.0,1.0,0,0,0,1
1825,0,7.0,0,3.0,1.0,0.0,0,0,0,1
1827,0,4.5,0,7.0,1.0,0.0,0,0,0,1
1828,0,3.0,0,4.0,0.0,1.0,0,0,0,1
1829,0,3.0,0,1.0,0.0,1.0,0,0,0,1
1834,0,6.0,0,7.0,1.0,0.0,0,0,0,1
1838,0,9.0,0,2.0,1.0,0.0,0,0,0,1
1845,0,3.5,0,0.0,0.0,1.0,1,0,0,0
1847,0,7.0,0,1.0,0.0,1.0,0,0,0,1
1848,0,7.5,0,10.0,0.0,1.0,0,0,0,1
1853,0,5.5,0,4.0,0.0,1.0,0,0,0,1
1854,0,11.5,0,6.0,0.0,1.0,0,0,0,1
1857,0,9.0,0,1.0,1.0,0.0,0,0,0,1
1864,1,5.5,0,0.0,1.0,0.0,1,0,0,0
1865,1,2.5,0,9.0,1.0,0.0,0,0,0,1
1869,0,9.0,0,7.0,1.0,0.0,0,0,0,1
1871,0,7.0,0,9.0,0.0,1.0,0,0,0,1
1872,0,3.0,0,8.0,1.0,0.0,0,0,0,1
1873,0,9.0,0,9.0,0.0,1.0,0,0,0,1
1877,0,5.5,0,9.0,1.0,0.0,0,0,0,1
1879,0,5.5,0,4.0,0.0,1.0,0,0,0,1
1880,0,2.0,0,6.0,1.0,0.0,0,0,0,1
1881,0,1.0,0,7.0,0.0,1.0,0,0,0,1
1884,0,6.5,0,0.0,1.0,0.0,0,0,0,1
1889,0,7.5,0,0.0,0.0,1.0,1,0,0,0
1890,0,1.5,0,9.0,0.0,1.0,0,0,0,1
1892,0,4.5,0,7.0,1.0,0.0,0,0,0,1
1893,0,2.5,0,7.0,1.0,0.0,0,0,0,1
1894,0,7.0,0,0.0,0.0,1.0,1,0,0,0
1899,0,3.5,0,7.0,1.0,0.0,0,0,0,1
1900,0,2.0,0,11.0,0.0,1.0,0,0,0,1
1902,0,5.0,0,6.0,1.0,0.0,0,0,0,1
1904,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1908,0,3.0,0,5.0,0.0,1.0,0,0,0,1
1915,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1918,0,8.0,0,0.0,1.0,0.0,1,0,0,0
1919,0,3.0,0,5.0,0.0,1.0,0,0,0,1
1920,0,3.0,0,5.0,0.0,1.0,0,0,0,1
1921,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1924,0,1.0,0,7.0,1.0,0.0,0,0,0,1
1925,0,3.0,1,9.0,0.0,1.0,0,0,0,1
1926,0,2.0,0,0.0,1.0,0.0,1,0,0,0
1927,0,9.0,0,5.0,1.0,0.0,0,0,0,1
1932,0,5.0,0,9.0,0.0,1.0,0,1,0,0
1934,0,1.5,0,6.0,0.0,1.0,0,0,0,1
1935,0,2.0,0,0.0,1.0,0.0,1,0,0,0
1936,0,2.5,0,0.0,1.0,0.0,1,0,0,0
1937,0,1.0,0,0.0,0.0,1.0,1,0,0,0
1939,0,1.0,0,6.0,1.0,0.0,0,0,0,1
1941,0,3.5,0,10.0,1.0,0.0,0,0,0,1
1942,0,2.5,0,9.0,1.0,0.0,0,0,0,1
1944,0,8.5,0,5.0,1.0,0.0,0,0,0,1
1945,0,3.0,0,8.0,0.0,1.0,0,0,0,1
1946,0,3.0,0,5.0,1.0,0.0,0,0,0,1
1948,0,13.5,0,0.0,1.0,0.0,1,0,0,0
1949,0,6.5,0,10.0,1.0,0.0,0,0,0,1
1950,0,12.0,0,4.0,1.0,0.0,0,0,0,1
1952,0,2.5,0,8.0,1.0,0.0,0,0,0,1
1953,0,3.5,0,11.0,1.0,0.0,0,0,0,1
1956,0,9.0,0,13.0,0.0,1.0,0,0,0,1
1957,0,3.0,0,9.0,1.0,0.0,0,0,0,1
1963,0,5.5,0,7.0,0.0,1.0,0,0,0,1
1964,0,3.5,0,15.0,0.0,1.0,0,1,0,0
1965,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1971,0,3.5,0,7.0,0.0,1.0,0,0,0,1
1973,0,6.5,0,7.0,0.0,1.0,0,0,0,1
1978,0,9.5,1,10.0,0.0,1.0,0,0,0,1
1979,0,3.0,0,0.0,0.0,1.0,1,0,0,0
1982,0,4.5,0,12.0,0.0,1.0,0,1,0,0
1985,0,2.0,0,18.0,1.0,0.0,0,0,0,1
1986,0,2.0,0,12.0,0.0,1.0,0,1,0,0
1991,0,6.0,0,0.0,1.0,0.0,1,0,0,0
1993,0,3.0,0,2.0,0.0,1.0,0,0,0,1
1995,0,5.5,0,6.0,0.0,1.0,0,0,0,1
1997,0,2.0,0,8.0,0.0,1.0,0,0,0,1
1998,0,8.0,0,11.0,1.0,0.0,0,1,0,0
2000,0,2.5,0,3.0,0.0,1.0,0,0,0,1
2001,0,6.0,0,0.0,0.0,1.0,1,0,0,0
2003,0,2.0,0,2.0,0.0,1.0,0,0,0,1
2004,0,4.5,0,6.0,1.0,0.0,0,1,0,0
2005,0,7.0,0,5.0,0.0,1.0,0,0,0,1
2007,0,10.5,0,0.0,0.0,1.0,1,0,0,0
2013,0,1.0,0,4.0,0.0,1.0,0,0,0,1
2016,0,3.0,0,15.0,0.0,1.0,0,0,0,1
2017,0,7.5,0,19.0,0.0,1.0,0,1,0,0
2018,0,6.0,0,0.0,0.0,1.0,1,0,0,0
2019,0,2.5,0,3.0,1.0,0.0,0,0,0,1
2020,0,2.0,0,15.0,0.0,1.0,0,0,0,1
2023,0,1.0,0,5.0,0.0,1.0,0,0,0,1
2027,0,7.0,1,7.0,0.0,1.0,0,0,0,1
2028,0,2.0,0,2.0,1.0,0.0,0,0,0,1
2029,0,1.0,0,0.0,0.0,1.0,1,0,0,0
2030,0,3.0,0,0.0,0.0,1.0,1,0,0,0
2035,0,3.5,0,0.0,0.0,1.0,1,0,0,0
2036,0,10.0,0,9.0,1.0,0.0,0,0,0,1
2039,0,5.0,0,23.0,0.0,1.0,0,0,0,1
2043,0,7.0,0,12.0,0.0,1.0,0,0,0,1
2046,0,7.0,0,0.0,0.0,1.0,1,0,0,0
2047,0,3.0,0,0.0,1.0,0.0,1,0,0,0
